NASDAQ,"Applebee's International Inc.",APPB
NASDAQ,"Applied Signal Technology Inc.",APSG
NASDAQ,"Alliance Resource Partners LP",ARLP
NASDAQ,"ARM Holdings plc",ARMHY
NASDAQ,"Arrow Financial Corp.",AROW
NASDAQ,"Arris Group Inc.",ARRS
NASDAQ,"Arthrocare Corp.",ARTC
NASDAQ,"Associated Banc-Corp",ASBC
NASDAQ,"Ameristar Casinos Inc.",ASCA
NASDAQ,"Asta Funding Inc.",ASFI
NASDAQ,"America Service Group Inc.",ASGR
NASDAQ,"ASM International NV",ASMI
NASDAQ,"ASML Holding NV",ASMLD
NASDAQ,"Aspect Medical Systems, Inc.",ASPM
NASDAQ,"Astec Industries Inc.",ASTE
NASDAQ,"ASE Test Ltd.",ASTSF
NASDAQ,"A.S.V. Inc.",ASVI
NASDAQ,"Aftermarket Technology Corp.",ATAC
NASDAQ,"ATMI Inc.",ATMI
NASDAQ,"Atmel Corp.",ATML
NASDAQ,"ATP Oil & Gas Corp.",ATPG
NASDAQ,"Activision Inc.",ATVI
NASDAQ,"Avocent Corp.",AVCT
NASDAQ,"Avid Technology Inc.",AVID
NASDAQ,"Avatar Holdings Inc.",AVTR
NASDAQ,"Americanwest Bancorp.",AWBC
NASDAQ,"Axcan Pharma Inc.",AXCA
NASDAQ,"Axsys Technologies Inc.",AXYS
NASDAQ,"Books-A-Million Inc.",BAMM
NASDAQ,"BancFirst Corp.",BANF
NASDAQ,"BFC CAPITAL TRUST II",BANFP
NASDAQ,"Banner Corp.",BANR
NASDAQ,"Bancorp Rhode Island Inc.",BARI
NASDAQ,"Bed Bath & Beyond Inc.",BBBY
NASDAQ,"N/A",BBEP
NASDAQ,"Black Box Corp.",BBOX
NASDAQ,"Barrett Business Services Inc.",BBSI
NASDAQ,"BEA Systems Inc.",BEAS
NASDAQ,"BE Aerospace Inc.",BEAV
NASDAQ,"Bebe Stores, Inc.",BEBE
NASDAQ,"BEL FUSE CL A",BELFA
NASDAQ,"Bel Fuse Inc.",BELFB
NASDAQ,"Brigham Exploration Co.",BEXP
NASDAQ,"Bright Horizons Family Solutions Inc.",BFAM
NASDAQ,"Beverly Hills Bancorp Inc.",BHBC
NASDAQ,"Berkshire Hills Bancorp Inc.",BHLB
NASDAQ,"Biogen Idec Inc.",BIIB
NASDAQ,"BJ's Restaurants Inc.",BJRI
NASDAQ,"Bank Mutual Corp.",BKMU
NASDAQ,"BankUnited Financial Corp.",BKUNA
NASDAQ,"Immucor Inc.",BLUD
NASDAQ,"Bob Evans Farms Inc.",BOBE
NASDAQ,"Business Objects SA",BOBJ
NASDAQ,"BOK Financial Corp.",BOKF
NASDAQ,"Bon-Ton Stores Inc.",BONT
NASDAQ,"Dynamic Materials Corp.",BOOM
NASDAQ,"Boston Private Financial Holdings Inc.",BPFH
NASDAQ,"Popular Inc.",BPOP
NASDAQ,"POPULAR INC PFD A",BPOPO
NASDAQ,"Brocade Communications Systems Inc.",BRCD
NASDAQ,"Broadcom Corp.",BRCM
NASDAQ,"Brookline Bancorp Inc.",BRKL
NASDAQ,"Bruker BioSciences Corp.",BRKR
NASDAQ,"Brooks Automation Inc.",BRKS
NASDAQ,"Bio-Reference Laboratories Inc.",BRLI
NASDAQ,"Bassett Furniture Industries Inc.",BSET
NASDAQ,"Sierra Bancorp",BSRR
NASDAQ,"BancTrust Financial Group Inc.",BTFG
NASDAQ,"First Busey Corporation",BUSE
NASDAQ,"Cache Inc.",CACH
NASDAQ,"Cheesecake Factory Inc.",CAKE
NASDAQ,"CalAmp Corp.",CAMP
NASDAQ,"Casey's General Stores Inc.",CASY
NASDAQ,"Cathay General Bancorp",CATY
NASDAQ,"Columbia Bancorp.",CBBO
NASDAQ,"CBRL Group Inc.",CBRL
NASDAQ,"Commerce Bancshares Inc.",CBSH
NASDAQ,"Cubist Pharmaceuticals Inc.",CBST
NASDAQ,"Capital City Bank Group Inc.",CCBG
NASDAQ,"Cabot Microelectronics Corp.",CCMP
NASDAQ,"CNB Financial Corp.",CCNE
NASDAQ,"Capital Corp. of the West",CCOW
NASDAQ,"Cross Country Healthcare Inc.",CCRN
NASDAQ,"CompuCredit Corp.",CCRT
NASDAQ,"Cadence Design Systems Inc.",CDNS
NASDAQ,"CDW Corp.",CDWC
NASDAQ,"Career Education Corp.",CECO
NASDAQ,"Central European Distribution Corp.",CEDC
NASDAQ,"Celgene Corporation",CELG
NASDAQ,"Brightpoint Inc.",CELL
NASDAQ,"Central Garden & Pet Co.",CENT
NASDAQ,"Century Aluminum Co.",CENX
NASDAQ,"Cephalon Inc.",CEPH
NASDAQ,"Cerner Corp.",CERN
NASDAQ,"C&F Financial Corp.",CFFI
NASDAQ,"Capitol Federal Financial",CFFN
NASDAQ,"Cardinal Financial Corp.",CFNL
NASDAQ,"Cognex Corp.",CGNX
NASDAQ,"City Holding Co.",CHCO
NASDAQ,"Churchill Downs Inc.",CHDN
NASDAQ,"Chemical Financial Corp.",CHFC
NASDAQ,"Charlotte Russe Holding Inc.",CHIC
NASDAQ,"Cherokee Inc.",CHKE
NASDAQ,"Charming Shoppes Inc.",CHRS
NASDAQ,"CH Robinson Worldwide Inc.",CHRW
NASDAQ,"CHS Inc.",CHSCP
NASDAQ,"Chattem Inc.",CHTT
NASDAQ,"O'Charley's Inc.",CHUX
NASDAQ,"CIENA Corp.",CIEN
NASDAQ,"Cincinnati Financial Corp.",CINF
NASDAQ,"Checkfree Corp.",CKFR
NASDAQ,"CKX Inc.",CKXE
NASDAQ,"Celadon Group Inc.",CLDN
NASDAQ,"Center Financial Corp.",CLFC
NASDAQ,"Clean Harbors Inc.",CLHB
NASDAQ,"Candela Corp.",CLZR
NASDAQ,"Comcast Corp.",CMCSA
NASDAQ,"COMCAST CL A SPCL",CMCSK
NASDAQ,"Credence Systems Corp.",CMOS
NASDAQ,"Comtech Telecommunications Corp.",CMTL
NASDAQ,"Community Banks Inc.",CMTY
NASDAQ,"CNET Networks Inc.",CNET
NASDAQ,"CONMED Corp.",CNMD
NASDAQ,"CNS Inc.",CNXS
NASDAQ,"Conexant Systems Inc.",CNXT
NASDAQ,"CoBiz Inc.",COBZ
NASDAQ,"Corinthian Colleges Inc.",COCO
NASDAQ,"Coherent Inc.",COHR
NASDAQ,"Cohu Inc.",COHU
NASDAQ,"Columbia Banking System Inc.",COLB
NASDAQ,"Columbia Sportswear Co.",COLM
NASDAQ,"3Com Corporation",COMS
NASDAQ,"Corus Bankshares Inc.",CORS
NASDAQ,"Costco Wholesale Corp.",COST
NASDAQ,"CPI International, Inc.",CPII
NASDAQ,"California Pizza Kitchen Inc.",CPKI
NASDAQ,"Copart Inc.",CPRT
NASDAQ,"Cost Plus Inc.",CPWM
NASDAQ,"Compuware Corp.",CPWR
NASDAQ,"CRA International Inc.",CRAI
NASDAQ,"Ceradyne Inc.",CRDN
NASDAQ,"Cree Inc.",CREE
NASDAQ,"America's Car-Mart Inc.",CRMT
NASDAQ,"Courier Corp.",CRRC
NASDAQ,"Cirrus Logic Inc.",CRUS
NASDAQ,"CorVel Corp.",CRVL
NASDAQ,"Carrizo Oil & Gas Inc.",CRZO
NASDAQ,"Cisco Systems Inc.",CSCO
NASDAQ,"Centerstate Banks of Florida Inc.",CSFL
NASDAQ,"CoStar Group Inc.",CSGP
NASDAQ,"CSG Systems International Inc.",CSGS
NASDAQ,"Coinstar Inc.",CSTR
NASDAQ,"Cintas Corp.",CTAS
NASDAQ,"Community Trust Bancorp Inc.",CTBI
NASDAQ,"Commonwealth Telephone Enterprises Inc.",CTCO
NASDAQ,"Cognizant Technology Solutions Corp.",CTSH
NASDAQ,"Citrix Systems, Inc.",CTXS
NASDAQ,"Citizens First Bancorp Inc.",CTZN
NASDAQ,"CVB Financial Corp.",CVBF
NASDAQ,"Casella Waste Systems Inc.",CWST
NASDAQ,"Coldwater Creek Inc.",CWTR
NASDAQ,"Centennial Communications Corp.",CYCL
NASDAQ,"Cymer Inc.",CYMI
NASDAQ,"CYTYC Corp.",CYTC
NASDAQ,"Daktronics Inc.",DAKT
NASDAQ,"Dress Barn Inc.",DBRN
NASDAQ,"Dobson Communications Corp.",DCEL
NASDAQ,"Dime Community Bancshares Inc.",DCOM
NASDAQ,"Dynamex Inc.",DDMX
NASDAQ,"Deb Shops Inc.",DEBS
NASDAQ,"Deckers Outdoor Corp.",DECK
NASDAQ,"Dell Inc.",DELL
NASDAQ,"DONEGAL GROUP CL A",DGICA
NASDAQ,"Digi International Inc.",DGII
NASDAQ,"Diodes Inc.",DIOD
NASDAQ,"EchoStar Communications Corp.",DISH
NASDAQ,"Dollar Tree Stores Inc.",DLTR
NASDAQ,"Dionex Corp.",DNEX
NASDAQ,"Digital River Inc.",DRIV
NASDAQ,"Dendrite International Inc.",DRTE
NASDAQ,"Datascope Corp.",DSCP
NASDAQ,"DSP Group Inc.",DSPG
NASDAQ,"Digitas Inc.",DTAS
NASDAQ,"Diamond Management & Technology Consultants, Inc.",DTPI
NASDAQ,"Dawson Geophysical Co.",DWSN
NASDAQ,"eBay Inc.",EBAY
NASDAQ,"Eclipsys Corp.",ECLP
NASDAQ,"American Ecology Corp.",ECOL
NASDAQ,"Euronet Worldwide Inc.",EEFT
NASDAQ,"Electronics for Imaging, Inc.",EFII
NASDAQ,"NIC Inc.",EGOV
NASDAQ,"EMS Technologies Inc.",ELMG
NASDAQ,"EarthLink Inc.",ELNK
NASDAQ,"EMC Insurance Group Inc.",EMCI
NASDAQ,"Emmis Communications Corp.",EMMS
NASDAQ,"EMMIS COMM CV PFD",EMMSP
NASDAQ,"Endo Pharmaceuticals Holdings Inc.",ENDP
NASDAQ,"Energy Conversion Devices, Inc.",ENER
NASDAQ,"Energysouth Inc.",ENSI
NASDAQ,"Entegris Inc.",ENTG
NASDAQ,"Edge Petroleum Corp.",EPEX
NASDAQ,"Epicor Software Corp.",EPIC
NASDAQ,"EPIQ Systems Inc.",EPIQ
NASDAQ,"eResearchTechnology Inc.",ERES
NASDAQ,"LM Ericsson Telephone Co.",ERIC
NASDAQ,"Erie Indemnity Co.",ERIE
NASDAQ,"Electronic Arts Inc.",ERTS
NASDAQ,"Enstar Group Inc.",ESGR
NASDAQ,"Express Scripts Inc.",ESRX
NASDAQ,"E*TRADE Financial Corp.",ETFC
NASDAQ,"EV Energy Partners LP",EVEP
NASDAQ,"East West Bancorp Inc.",EWBC
NASDAQ,"Corporate Executive Board Co.",EXBD
NASDAQ,"Exelixis Inc.",EXEL
NASDAQ,"Expeditors International of Washington Inc.",EXPD
NASDAQ,"Exponent Inc.",EXPO
NASDAQ,"E-Z-EM Inc.",EZEM
NASDAQ,"EZCORP Inc.",EZPW
NASDAQ,"Fastenal Co.",FAST
NASDAQ,"First Bancorp",FBNC
NASDAQ,"First Community Bancshares, Inc. (Bluefield)",FCBC
NASDAQ,"First Community Bancorp",FCBP
NASDAQ,"FirstCity Financial Corp.",FCFC
NASDAQ,"First Cash Financial Services Inc.",FCFS
NASDAQ,"First Citizens Bancshares Inc.",FCNCA
NASDAQ,"First Charter Corp.",FCTR
NASDAQ,"First Defiance Financial Corp.",FDEF
NASDAQ,"Foundry Networks, Inc.",FDRY
NASDAQ,"Franklin Electric Co. Inc.",FELE
NASDAQ,"First Financial Bancorp.",FFBC
NASDAQ,"First Financial Holdings Inc.",FFCH
NASDAQ,"Frozen Food Express Industries Inc.",FFEX
NASDAQ,"Fidelity Bankshares Inc.",FFFL
NASDAQ,"Flushing Financial Corp.",FFIC
NASDAQ,"First Financial Bankshares Inc.",FFIN
NASDAQ,"F5 Networks Inc.",FFIV
NASDAQ,"Farmers Capital Bank Corp.",FFKT
NASDAQ,"First Indiana Corp.",FINB
NASDAQ,"Finish Line Inc.",FINL
NASDAQ,"Financial Institutions Inc.",FISI
NASDAQ,"Fiserv Inc.",FISV
NASDAQ,"Fifth Third Bancorp",FITB
NASDAQ,"Flanders Corp.",FLDR
NASDAQ,"Flextronics International Ltd.",FLEX
NASDAQ,"FLIR Systems Inc.",FLIR
NASDAQ,"Leesport Financial Corp.",FLPB
NASDAQ,"1-800-Flowers.com Inc.",FLWS
NASDAQ,"First Midwest Bancorp Inc.",FMBI
NASDAQ,"FirstMerit Corp.",FMER
NASDAQ,"First M&F Corp.",FMFC
NASDAQ,"FNB United Corp.",FNBN
NASDAQ,"FNB Corp.",FNBP
NASDAQ,"First Niagara Financial Group Inc.",FNFG
NASDAQ,"First National Lincoln Corp.",FNLC
NASDAQ,"Finisar Corp.",FNSR
NASDAQ,"Forrester Research Inc.",FORR
NASDAQ,"Fossil Inc.",FOSL
NASDAQ,"First Place Financial Corp.",FPFC
NASDAQ,"FPIC Insurance Group Inc.",FPIC
NASDAQ,"Republic First Bancorp Inc.",FRBK
NASDAQ,"Fred's Inc.",FRED
NASDAQ,"First Merchants Corp.",FRME
NASDAQ,"First South Bancorp Inc.",FSBK
NASDAQ,"First State Bancorp.",FSNM
NASDAQ,"FirstService Corp.",FSRV
NASDAQ,"LB Foster Co.",FSTR
NASDAQ,"Frontier Financial Corp.",FTBK
NASDAQ,"Fulton Financial Corp.",FULT
NASDAQ,"Royce Focus Trust, Inc.",FUND
NASDAQ,"Foster Wheeler, Ltd.",FWLT
NASDAQ,"FOSTER WHEELER WTS A",FWLTW
NASDAQ,"Forward Air Corp.",FWRD
NASDAQ,"German American Bancorp Inc.",GABC
NASDAQ,"Glacier Bancorp Inc.",GBCI
NASDAQ,"GB&T Bancshares Inc.",GBTB
NASDAQ,"Gehl Co.",GEHL
NASDAQ,"Gemplus International SA",GEMP
NASDAQ,"Genzyme Corp.",GENZ
NASDAQ,"GFI Group Inc.",GFIG
NASDAQ,"Gulf Island Fabrication Inc.",GIFI
NASDAQ,"GigaMedia Ltd.",GIGM
NASDAQ,"Gilead Sciences Inc.",GILD
NASDAQ,"Global Imaging Systems Inc.",GISX
NASDAQ,"G&K Services Inc.",GKSR
NASDAQ,"Global Industries Ltd.",GLBL
NASDAQ,"Golden Telecom Inc.",GLDN
NASDAQ,"Golar LNG Ltd.",GLNG
NASDAQ,"Genlyte Group Inc.",GLYT
NASDAQ,"Green Mountain Coffee Roasters Inc.",GMCR
NASDAQ,"Gemstar-TV Guide International Inc.",GMST
NASDAQ,"GMX Resources Inc.",GMXR
NASDAQ,"General Communication Inc.",GNCMA
NASDAQ,"Gentex Corp.",GNTX
NASDAQ,"Bank of Granite Corp.",GRAN
NASDAQ,"Garmin Ltd.",GRMN
NASDAQ,"Great Southern Bancorp Inc.",GSBC
NASDAQ,"GSI Commerce Inc.",GSIC
NASDAQ,"GSI Group Inc.",GSIG
NASDAQ,"Global Sources Ltd.",GSOL
NASDAQ,"Gentiva Health Services Inc.",GTIV
NASDAQ,"Guitar Center Inc.",GTRC
NASDAQ,"Gevity HR Inc.",GVHR
NASDAQ,"Gymboree Corp.",GYMB
NASDAQ,"Hanmi Financial Corp.",HAFC
NASDAQ,"Hain Celestial Group Inc.",HAIN
NASDAQ,"Hansen Natural Corp.",HANS
NASDAQ,"Harbor Florida Bancshares Inc.",HARB
NASDAQ,"Huntington Bancshares Inc. (MD)",HBAN
NASDAQ,"Hancock Holding Co.",HBHC
NASDAQ,"Hudson City Bancorp Inc.",HCBK
NASDAQ,"Healthcare Services Group Inc.",HCSG
NASDAQ,"Hardinge Inc.",HDNG
NASDAQ,"H&E Equipment Services Inc.",HEES
NASDAQ,"Helen of Troy Ltd.",HELE
NASDAQ,"Heritage Financial Corp.",HFWA
NASDAQ,"Harleysville Group Inc.",HGIC
NASDAQ,"Health Grades Inc.",HGRD
NASDAQ,"Hibbett Sporting Goods Inc.",HIBB
NASDAQ,"Hi Tech Pharmacal Co. Inc.",HITK
NASDAQ,"Healthextras Inc.",HLEX
NASDAQ,"Emdeon Corp.",HLTH
NASDAQ,"HMS Holdings Corp.",HMSY
NASDAQ,"Harleysville National Corp.",HNBC
NASDAQ,"Hologic Inc.",HOLX
NASDAQ,"Horizon Health Corp.",HORC
NASDAQ,"Hot Topic Inc.",HOTT
NASDAQ,"Harris Interactive Inc.",HPOL
NASDAQ,"Horizon Financial Corp.",HRZB
NASDAQ,"Henry Schein Inc.",HSIC
NASDAQ,"Heidrick & Struggles International Inc.",HSII
NASDAQ,"Heritage Commerce Corp.",HTBK
NASDAQ,"Hutchinson Technology Inc.",HTCH
NASDAQ,"Heartland Express Inc.",HTLD
NASDAQ,"Heartland Financial USA Inc.",HTLF
NASDAQ,"HealthTronics Inc.",HTRN
NASDAQ,"Hub Group Inc.",HUBG
NASDAQ,"Hurco Companies Inc.",HURC
NASDAQ,"Healthways Inc.",HWAY
NASDAQ,"Hydril Co.",HYDL
NASDAQ,"Hyperion Solutions Corp.",HYSL
NASDAQ,"IAC/InterActiveCorp",IACI
NASDAQ,"Integra Lifesciences Holdings Corp.",IART
NASDAQ,"Intervest Bancshares Corp.",IBCA
NASDAQ,"Independent Bank Corp.",IBCP
NASDAQ,"IberiaBank Corp.",IBKC
NASDAQ,"International Bancshares Corp.",IBOC
NASDAQ,"ICF International Inc.",ICFI
NASDAQ,"ICON plc",ICLR
NASDAQ,"ICU Medical Inc.",ICUI
NASDAQ,"InterDigital Communications Corp.",IDCC
NASDAQ,"Integrated Device Technology Inc.",IDTI
NASDAQ,"IDEXX Laboratories Inc.",IDXX
NASDAQ,"Interchange Financial Services Corp.",IFCJ
NASDAQ,"Internet Initiative Japan Inc.",IIJI
NASDAQ,"II-VI Inc.",IIVI
NASDAQ,"ILOG SA",ILOG
NASDAQ,"Imclone Systems Inc.",IMCL
NASDAQ,"ChipMOS TECHNOLOGIES (Bermuda) LTD.",IMOS
NASDAQ,"Independent Bank Corp.",INDB
NASDAQ,"Informatica Corp.",INFA
NASDAQ,"Infosys Technologies Ltd.",INFY
NASDAQ,"InfoSpace Inc.",INSP
NASDAQ,"Insituform Technologies Inc.",INSU
NASDAQ,"Intel Corp.",INTC
NASDAQ,"Intuit Inc.",INTU
NASDAQ,"Intervoice Inc.",INTV
NASDAQ,"Inter Parfums Inc.",IPAR
NASDAQ,"IPC Holdings Ltd.",IPCR
NASDAQ,"SERIES A PREFERRED",IRETP
NASDAQ,"Investors Real Estate Trust",IRETS
NASDAQ,"International Speedway Corp.",ISCA
NASDAQ,"Intersil Corp.",ISIL
NASDAQ,"Isle of Capri Casinos Inc.",ISLE
NASDAQ,"Intuitive Surgical Inc.",ISRG
NASDAQ,"Innovative Solutions & Support Inc.",ISSC
NASDAQ,"Integral Systems Inc.",ISYS
NASDAQ,"Itron Inc.",ITRI
NASDAQ,"infoUSA Inc.",IUSA
NASDAQ,"Invitrogen Corp.",IVGN
NASDAQ,"JAKKS Pacific Inc.",JAKK
NASDAQ,"JB Hunt Transport Services Inc.",JBHT
NASDAQ,"J2 Global Communications, Inc.",JCOM
NASDAQ,"JDSU",JDSU
NASDAQ,"John Hancock Financial Trends Fund Inc.",JHFT
NASDAQ,"J&J Snack Foods Corp.",JJSF
NASDAQ,"Jack Henry & Associates Inc.",JKHY
NASDAQ,"Juniper Networks, Inc",JNPR
NASDAQ,"Jos. A Bank Clothiers Inc.",JOSB
NASDAQ,"Joy Global, Inc.",JOYG
NASDAQ,"Jupitermedia Corp.",JUPM
NASDAQ,"Kimball International Inc.",KBALB
NASDAQ,"Kelly Services Inc.",KELYA
NASDAQ,"KELLY SERVICES CL",KELYB
NASDAQ,"Keystone Automotive Industries Inc.",KEYS
NASDAQ,"Kforce Inc.",KFRC
NASDAQ,"KLA-Tencor Corp.",KLAC
NASDAQ,"Kendle International Inc.",KNDL
NASDAQ,"Kensey Nash Corp.",KNSY
NASDAQ,"KOS Pharmaceuticals Inc.",KOSP
NASDAQ,"Kronos, Inc.",KRON
NASDAQ,"K-Swiss Inc.",KSWS
NASDAQ,"Multi-Color Corp.",LABL
NASDAQ,"Lamar Advertising Co.",LAMR
NASDAQ,"Lancaster Colony Corp.",LANC
NASDAQ,"Lawson Products Inc.",LAWS
NASDAQ,"Layne Christensen Co.",LAYN
NASDAQ,"Lakeland Bancorp Inc.",LBAI
NASDAQ,"LIBERTY GLOBAL CL-B",LBTYB
NASDAQ,"LIBERTY GLOBAL C",LBTYK
NASDAQ,"LIBERTY MED CP B",LCAPB
NASDAQ,"Lifecore Biomedical Inc.",LCBM
NASDAQ,"Lifetime Brands, Inc.",LCUT
NASDAQ,"Lincoln Electric Holdings Inc.",LECO
NASDAQ,"Littelfuse Inc.",LFUS
NASDAQ,"LifeCell Corp.",LIFC
NASDAQ,"Lihir Gold Ltd.",LIHR
NASDAQ,"LIBERTY MED INT B",LINTB
NASDAQ,"Fidelity Southern Corp.",LION
NASDAQ,"Lakeland Financial Corp.",LKFN
NASDAQ,"Linear Technology Corp.",LLTC
NASDAQ,"LMI Aerospace Inc.",LMIA
NASDAQ,"Lance Inc.",LNCE
NASDAQ,"Lincare Holdings Inc.",LNCR
NASDAQ,"Landec Corp.",LNDC
NASDAQ,"LoJack Corp.",LOJN
NASDAQ,"Lifepoint Hospitals Inc.",LPNT
NASDAQ,"LAM Research Corp.",LRCX
NASDAQ,"Landstar System Inc.",LSTR
NASDAQ,"Lufkin Industries Inc.",LUFK
NASDAQ,"Level 3 Communications Inc.",LVLT
NASDAQ,"LSI Industries Inc.",LYTS
NASDAQ,"Manhattan Associates Inc.",MANH
NASDAQ,"MASSBANK Corp.",MASB
NASDAQ,"Martek Biosciences Corp.",MATK
NASDAQ,"Matria Healthcare Inc.",MATR
NASDAQ,"Matthews International Corp.",MATW
NASDAQ,"MB Financial Inc.",MBFI
NASDAQ,"MB FIN CAP TR I",MBFIP
NASDAQ,"MBT Financial Corp.",MBTF
NASDAQ,"Mercantile Bank Corp.",MBWM
NASDAQ,"Macatawa Bank Corp.",MCBC
NASDAQ,"Metrocorp Bancshares Inc.",MCBI
NASDAQ,"Mediacom Communications Corp.",MCCC
NASDAQ,"MCDATA CORP CL B",MCDT
NASDAQ,"MCG Capital Corporation",MCGC
NASDAQ,"Microchip Technology Inc.",MCHP
NASDAQ,"Monarch Casino & Resort Inc.",MCRI
NASDAQ,"Micrel Inc.",MCRL
NASDAQ,"Micros Systems Inc.",MCRS
NASDAQ,"MDC Partners Inc.",MDCA
NASDAQ,"Molecular Devices Corp.",MDCC
NASDAQ,"Medical Action Industries Inc.",MDCI
NASDAQ,"Medicines Co.",MDCO
NASDAQ,"Allscripts Healthcare Solutions Inc.",MDRX
NASDAQ,"Mid-State Bancshares",MDST
NASDAQ,"Mentor Graphics Corp.",MENT
NASDAQ,"Methanex Corp.",MEOH
NASDAQ,"Mesa Air Group Inc.",MESA
NASDAQ,"Methode Electronics Inc.",METH
NASDAQ,"Moldflow Corporation",MFLO
NASDAQ,"Multimedia Games Inc.",MGAM
NASDAQ,"MGE Energy Inc.",MGEE
NASDAQ,"MGP Ingredients Inc.",MGPI
NASDAQ,"McGrath Rentcorp",MGRC
NASDAQ,"Millicom International Cellular SA",MICC
NASDAQ,"Middleby Corp.",MIDD
NASDAQ,"Mitcham Industries Inc.",MIND
NASDAQ,"Mobile Mini, Inc.",MINI
NASDAQ,"Mitsui & Co. Ltd.",MITSY
NASDAQ,"MKS Instruments Inc.",MKSI
NASDAQ,"Makita Corp.",MKTAY
NASDAQ,"Midland Co.",MLAN
NASDAQ,"Herman Miller Inc.",MLHR
NASDAQ,"Millennium Pharmaceuticals Inc.",MLNM
NASDAQ,"Merit Medical Systems Inc.",MMSI
NASDAQ,"Monro Muffler Brake Inc.",MNRO
NASDAQ,"Monmouth Real Estate Investment Corp.",MNRTA
NASDAQ,"Monster Worldwide Inc.",MNST
NASDAQ,"MTR Gaming Group Inc.",MNTG
NASDAQ,"MGI Pharma Inc.",MOGN
NASDAQ,"Molex Inc.",MOLX
NASDAQ,"MOLEX INC CL A",MOLXA
NASDAQ,"Move, Inc.",MOVE
NASDAQ,"Mercantile Bankshares Corp.",MRBK
NASDAQ,"Mercury Computer Systems Inc.",MRCY
NASDAQ,"Marten Transport Ltd.",MRTN
NASDAQ,"Marvell Technology Group Ltd.",MRVL
NASDAQ,"Microsemi Corp.",MSCC
NASDAQ,"MSC Software Corp.",MSCS
NASDAQ,"Middlesex Water Co.",MSEX
NASDAQ,"Mainsource Financial Group",MSFG
NASDAQ,"Microsoft Corp.",MSFT
NASDAQ,"MicroStrategy Inc.",MSTR
NASDAQ,"Mannatech Inc.",MTEX
NASDAQ,"Metrologic Instruments Inc.",MTLG
NASDAQ,"Microtek Medical Holdings Inc.",MTMD
NASDAQ,"MTS Systems Corp.",MTSC
NASDAQ,"Matrixx Initiatives Inc.",MTXX
NASDAQ,"Macrovision Corp.",MVSN
NASDAQ,"MACRONIX INTL CO ADR",MXIC
